StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C26        c          25.0       25.0       17.0       132.0      142.0      10.0      
C27        c          26.0       77.0       16.0       37.0       47.0       10.0      
C28        c          54.0       70.0       16.0       39.0       49.0       10.0      
C29        c          7.0        82.0       9.0        63.0       73.0       10.0      
C30        c          5.0        14.0       21.0       71.0       81.0       10.0      
C31        c          72.0       5.0        27.0       50.0       60.0       10.0      
C32        c          30.0       49.0       23.0       141.0      151.0      10.0      
C33        c          43.0       68.0       11.0       37.0       47.0       10.0      
C34        c          59.0       87.0       14.0       117.0      127.0      10.0      
C35        c          16.0       59.0       8.0        143.0      153.0      10.0      
C36        c          50.0       17.0       5.0        41.0       51.0       10.0      
C37        c          84.0       61.0       8.0        134.0      144.0      10.0      
C38        c          9.0        78.0       16.0       83.0       93.0       10.0      
C39        c          56.0       41.0       31.0       44.0       54.0       10.0      
C40        c          27.0       32.0       9.0        85.0       95.0       10.0      
C41        c          50.0       52.0       5.0        97.0       107.0      10.0      
C42        c          58.0       18.0       5.0        31.0       41.0       10.0      
C43        c          17.0       94.0       7.0        132.0      142.0      10.0      
C44        c          63.0       86.0       18.0       69.0       79.0       10.0      
C45        c          89.0       6.0        16.0       32.0       42.0       10.0      
C46        c          18.0       24.0       1.0        117.0      127.0      10.0      
C47        c          0.0        28.0       27.0       51.0       61.0       10.0      
C48        c          87.0       32.0       36.0       165.0      175.0      10.0      
C49        c          64.0       59.0       30.0       108.0      118.0      10.0      
C50        c          75.0       79.0       13.0       124.0      134.0      10.0      
C51        c          65.0       62.0       10.0       88.0       98.0       10.0      
C52        c          72.0       82.0       9.0        52.0       62.0       10.0      
C53        c          53.0       61.0       14.0       95.0       105.0      10.0      
C54        c          13.0       39.0       18.0       140.0      150.0      10.0      
C55        c          5.0        11.0       2.0        136.0      146.0      10.0      
C56        c          12.0       6.0        6.0        130.0      140.0      10.0      
C57        c          31.0       62.0       7.0        101.0      111.0      10.0      
C58        c          76.0       69.0       18.0       200.0      210.0      10.0      
C59        c          4.0        8.0        28.0       18.0       28.0       10.0      
C60        c          88.0       78.0       3.0        162.0      172.0      10.0      
C61        c          63.0       72.0       13.0       76.0       86.0       10.0      
C62        c          44.0       19.0       19.0       58.0       68.0       10.0      
C63        c          60.0       97.0       10.0       34.0       44.0       10.0      
C64        c          96.0       73.0       9.0        73.0       83.0       10.0      
C65        c          68.0       58.0       20.0       51.0       61.0       10.0      
C66        c          3.0        60.0       25.0       127.0      137.0      10.0      
C67        c          29.0       56.0       25.0       83.0       93.0       10.0      
C68        c          64.0       83.0       36.0       142.0      152.0      10.0      
C69        c          20.0       89.0       6.0        50.0       60.0       10.0      
C70        c          87.0       90.0       5.0        182.0      192.0      10.0      
C71        c          92.0       16.0       15.0       77.0       87.0       10.0      
C72        c          48.0       66.0       25.0       35.0       45.0       10.0      
C73        c          47.0       49.0       9.0        78.0       88.0       10.0      
C74        c          10.0       32.0       8.0        149.0      159.0      10.0      
C75        c          88.0       94.0       18.0       69.0       79.0       10.0      
C76        c          69.0       51.0       13.0       73.0       83.0       10.0      
C77        c          37.0       44.0       14.0       179.0      189.0      10.0      
C78        c          14.0       47.0       3.0        96.0       106.0      10.0      
C79        c          50.0       25.0       23.0       92.0       102.0      10.0      
C80        c          62.0       89.0       6.0        182.0      192.0      10.0      
C81        c          94.0       94.0       26.0       94.0       104.0      10.0      
C82        c          85.0       71.0       16.0       55.0       65.0       10.0      
C83        c          16.0       7.0        11.0       44.0       54.0       10.0      
C84        c          64.0       23.0       7.0        101.0      111.0      10.0      
C85        c          49.0       43.0       41.0       91.0       101.0      10.0      
C86        c          18.0       47.0       35.0       94.0       104.0      10.0      
C87        c          18.0       70.0       26.0       93.0       103.0      10.0      
C88        c          7.0        7.0        9.0        74.0       84.0       10.0      
C89        c          80.0       27.0       15.0       176.0      186.0      10.0      
C90        c          79.0       23.0       3.0        95.0       105.0      10.0      
C91        c          57.0       67.0       1.0        160.0      170.0      10.0      
C92        c          44.0       96.0       2.0        18.0       28.0       10.0      
C93        c          45.0       38.0       22.0       188.0      198.0      10.0      
C94        c          45.0       91.0       27.0       100.0      110.0      10.0      
C95        c          79.0       93.0       20.0       39.0       49.0       10.0      
C96        c          10.0       66.0       11.0       135.0      145.0      10.0      
C97        c          80.0       87.0       12.0       133.0      143.0      10.0      
C98        c          70.0       68.0       10.0       58.0       68.0       10.0      
C99        c          59.0       94.0       9.0        83.0       93.0       10.0      
C100       c          47.0       20.0       17.0       185.0      195.0      10.0      

Q xxxxxxxxxxxxxxxxxxxx /62.14/
C xxxxxxxxxxxxxxxxxxxxx /200.0/
r xxxxxxxxxxxxxx /1.0/
g xxxxxxxxxxxxxxxxxxxxxxx /0.48/
v xxxxxxxxxxxxxxx /1.0/
