StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C80        c          99.0       75.0       13.0       192.0      222.0      10.0      
C81        c          78.0       11.0       10.0       86.0       116.0      10.0      
C82        c          42.0       87.0       9.0        42.0       72.0       10.0      
C83        c          24.0       60.0       14.0       35.0       65.0       10.0      
C84        c          98.0       63.0       18.0       96.0       126.0      10.0      
C85        c          57.0       1.0        2.0        87.0       117.0      10.0      
C86        c          18.0       32.0       28.0       87.0       117.0      10.0      
C87        c          16.0       12.0       13.0       90.0       120.0      10.0      
C88        c          67.0       46.0       19.0       67.0       97.0       10.0      
C89        c          61.0       95.0       25.0       144.0      174.0      10.0      
C90        c          20.0       26.0       6.0        86.0       116.0      10.0      
C91        c          65.0       44.0       13.0       167.0      197.0      10.0      
C92        c          43.0       6.0        14.0       14.0       44.0       10.0      
C93        c          52.0       4.0        3.0        178.0      208.0      10.0      
C94        c          53.0       44.0       23.0       95.0       125.0      10.0      
C95        c          63.0       52.0       6.0        34.0       64.0       10.0      
C96        c          10.0       35.0       26.0       132.0      162.0      10.0      
C97        c          13.0       66.0       35.0       120.0      150.0      10.0      
C98        c          40.0       36.0       9.0        46.0       76.0       10.0      
C99        c          27.0       45.0       15.0       77.0       107.0      10.0      
C100       c          52.0       27.0       3.0        180.0      210.0      10.0      

Q xxxxxxxxxxxxxxxxxxxx /62.14/
C xxxxxxxxxxxxxxxxxxxxx /200.0/
r xxxxxxxxxxxxxx /1.0/
g xxxxxxxxxxxxxxxxxxxxxxx /0.48/
v xxxxxxxxxxxxxxx /1.0/
