StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C80        c          23.0       96.0       13.0       192.0      222.0      10.0      
C81        c          70.0       39.0       10.0       86.0       116.0      10.0      
C82        c          28.0       91.0       9.0        42.0       72.0       10.0      
C83        c          91.0       85.0       14.0       35.0       65.0       10.0      
C84        c          87.0       6.0        18.0       96.0       126.0      10.0      
C85        c          53.0       10.0       2.0        87.0       117.0      10.0      
C86        c          33.0       19.0       28.0       87.0       117.0      10.0      
C87        c          25.0       61.0       13.0       90.0       120.0      10.0      
C88        c          73.0       29.0       19.0       67.0       97.0       10.0      
C89        c          15.0       48.0       25.0       144.0      174.0      10.0      
C90        c          40.0       92.0       6.0        86.0       116.0      10.0      
C91        c          8.0        47.0       13.0       167.0      197.0      10.0      
C92        c          41.0       61.0       14.0       14.0       44.0       10.0      
C93        c          46.0       26.0       3.0        178.0      208.0      10.0      
C94        c          74.0       26.0       23.0       95.0       125.0      10.0      
C95        c          65.0       73.0       6.0        34.0       64.0       10.0      
C96        c          58.0       19.0       26.0       132.0      162.0      10.0      
C97        c          5.0        15.0       35.0       120.0      150.0      10.0      
C98        c          11.0       35.0       9.0        46.0       76.0       10.0      
C99        c          8.0        17.0       15.0       77.0       107.0      10.0      
C100       c          41.0       67.0       3.0        180.0      210.0      10.0      

Q xxxxxxxxxxxxxxxxxxxx /62.14/
C xxxxxxxxxxxxxxxxxxxxx /200.0/
r xxxxxxxxxxxxxx /1.0/
g xxxxxxxxxxxxxxxxxxxxxxx /0.48/
v xxxxxxxxxxxxxxx /1.0/
