StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
C32        c          8.0        35.0       30.0       31.0       100.0      90.0      
C33        c          5.0        37.0       40.0       87.0       158.0      90.0      
C34        c          8.0        48.0       20.0       751.0      816.0      90.0      
C35        c          6.0        29.0       10.0       283.0      344.0      90.0      
C36        c          2.0        45.0       10.0       665.0      716.0      90.0      
C37        c          6.0        37.0       20.0       383.0      434.0      90.0      
C38        c          4.0        41.0       30.0       479.0      522.0      90.0      
C39        c          4.0        43.0       20.0       567.0      624.0      90.0      
C40        c          33.0       30.0       10.0       264.0      321.0      90.0      
C41        c          32.0       34.0       10.0       166.0      235.0      90.0      
C42        c          32.0       33.0       20.0       68.0       149.0      90.0      
C43        c          34.0       37.0       10.0       16.0       80.0       90.0      
C44        c          34.0       34.0       10.0       359.0      412.0      90.0      
C45        c          31.0       34.0       10.0       541.0      600.0      90.0      
C46        c          35.0       34.0       30.0       448.0      509.0      90.0      
C47        c          32.0       38.0       10.0       1054.0     1127.0     90.0      
C48        c          24.0       38.0       10.0       632.0      693.0      90.0      
C49        c          23.0       30.0       10.0       1001.0     1066.0     90.0      
C50        c          24.0       34.0       10.0       815.0      880.0      90.0      
C51        c          25.0       34.0       10.0       725.0      786.0      90.0      
C52        c          23.0       36.0       10.0       912.0      969.0      90.0      
C53        c          44.0       10.0       20.0       286.0      347.0      90.0      
C54        c          39.0       13.0       40.0       186.0      257.0      90.0      
C55        c          42.0       12.0       10.0       95.0       158.0      90.0      
C56        c          44.0       12.0       30.0       385.0      436.0      90.0      
C57        c          41.0       18.0       40.0       35.0       87.0       90.0      
C58        c          38.0       7.0        30.0       471.0      534.0      90.0      
C59        c          37.0       12.0       10.0       651.0      740.0      90.0      
C60        c          43.0       7.0        20.0       562.0      629.0      90.0      
C61        c          50.0       33.0       10.0       531.0      610.0      90.0      
C62        c          44.0       32.0       20.0       262.0      317.0      90.0      
C63        c          47.0       42.0       50.0       171.0      218.0      90.0      
C64        c          49.0       41.0       10.0       632.0      693.0      90.0      
C65        c          54.0       40.0       10.0       76.0       129.0      90.0      
C66        c          47.0       38.0       10.0       826.0      875.0      90.0      
C67        c          50.0       37.0       10.0       12.0       77.0       90.0      
C68        c          41.0       37.0       10.0       734.0      777.0      90.0      
C69        c          48.0       34.0       10.0       916.0      969.0      90.0      
C70        c          87.0       37.0       30.0       387.0      456.0      90.0      
C71        c          84.0       25.0       20.0       293.0      360.0      90.0      
C72        c          45.0       37.0       10.0       450.0      505.0      90.0      
C73        c          99.0       32.0       10.0       478.0      551.0      90.0      
C74        c          52.0       35.0       50.0       353.0      412.0      90.0      
C75        c          26.0       80.0       20.0       997.0      1068.0     90.0      
C76        c          87.0       36.0       10.0       203.0      260.0      90.0      
C77        c          95.0       32.0       10.0       574.0      643.0      90.0      
C78        c          90.0       37.0       20.0       109.0      170.0      90.0      
C79        c          88.0       31.0       10.0       668.0      731.0      90.0      
C80        c          93.0       30.0       10.0       769.0      820.0      90.0      
C81        c          91.0       37.0       30.0       47.0       124.0      90.0      
C82        c          68.0       78.0       20.0       369.0      420.0      90.0      
C83        c          74.0       69.0       10.0       265.0      338.0      90.0      
C84        c          70.0       56.0       20.0       458.0      523.0      90.0      
C85        c          66.0       64.0       30.0       555.0      612.0      90.0      
C86        c          54.0       83.0       10.0       173.0      238.0      90.0      
C87        c          71.0       65.0       20.0       85.0       144.0      90.0      
C88        c          61.0       80.0       30.0       645.0      708.0      90.0      
C89        c          71.0       70.0       10.0       737.0      802.0      90.0      
C90        c          70.0       72.0       10.0       20.0       84.0       90.0      
C91        c          69.0       75.0       10.0       836.0      889.0      90.0      
C92        c          70.0       78.0       20.0       368.0      441.0      90.0      
C93        c          56.0       74.0       40.0       475.0      518.0      90.0      
C94        c          64.0       83.0       10.0       285.0      336.0      90.0      
C95        c          61.0       65.0       30.0       196.0      239.0      90.0      
C96        c          64.0       66.0       10.0       95.0       156.0      90.0      
C97        c          62.0       70.0       30.0       561.0      622.0      90.0      
C98        c          65.0       80.0       20.0       30.0       84.0       90.0      
C99        c          72.0       59.0       10.0       743.0      820.0      90.0      
C100       c          70.0       82.0       20.0       647.0      726.0      90.0      

Q xxxxxxxxxxxxxxxxxxxx /62.14/
C xxxxxxxxxxxxxxxxxxxxx /200.0/
r xxxxxxxxxxxxxx /1.0/
g xxxxxxxxxxxxxxxxxxxxxxx /0.48/
v xxxxxxxxxxxxxxx /1.0/
